1;100;0.5641895835
Разбиений;Рекурсивное сложение;Двойное Рекурсивное сложение;Наивное сложение;Прореживающее сложение;Кехановское сложение;Совмещающее сложение
6520;0.0000004466;0.0000004424;-0.0000000899;0.0000005062;0.0000004466;0.0000004466
6525;-0.0000008648;-0.0000008828;-0.0000021164;-0.0000008648;-0.0000008648;-0.0000008648
6530;0.0000004466;0.0000004404;-0.0000003283;0.0000004466;0.0000004466;0.0000004466
6535;-0.0000008648;-0.0000008815;-0.0000016992;-0.0000008648;-0.0000008648;-0.0000008648
6540;0.0000004466;0.0000004391;-0.0000009244;0.0000003869;0.0000004466;0.0000004466
6545;-0.0000008648;-0.0000008773;-0.0000016396;-0.0000009244;-0.0000008648;-0.0000008648
6550;0.0000004466;0.0000004386;0.0000002677;0.0000005062;0.0000004466;0.0000004466
6555;-0.0000008648;-0.0000008746;-0.0000018184;-0.0000008648;-0.0000008648;-0.0000008648
6560;0.0000005062;0.0000004370;-0.0000004475;0.0000004466;0.0000004466;0.0000004466
6565;-0.0000008648;-0.0000008726;-0.0000016992;-0.0000008648;-0.0000009244;-0.0000009244
6570;0.0000004466;0.0000004344;0.0000003273;0.0000003869;0.0000004466;0.0000004466
6575;-0.0000008648;-0.0000008702;-0.0000012224;-0.0000008648;-0.0000008648;-0.0000008648
6580;0.0000004466;0.0000004351;-0.0000005071;0.0000004466;0.0000004466;0.0000004466
6585;-0.0000008648;-0.0000008660;-0.0000018184;-0.0000008648;-0.0000008648;-0.0000008648
6590;0.0000004466;0.0000004335;-0.0000003283;0.0000004466;0.0000004466;0.0000004466
6595;-0.0000008648;-0.0000008641;-0.0000019972;-0.0000008648;-0.0000008648;-0.0000008648
6600;0.0000004466;0.0000004308;-0.0000000303;0.0000004466;0.0000004466;0.0000004466
6605;-0.0000008648;-0.0000008626;-0.0000012224;-0.0000008648;-0.0000008648;-0.0000008648
6610;0.0000004466;0.0000004310;0.0000002677;0.0000003869;0.0000004466;0.0000004466
6615;-0.0000008648;-0.0000008595;-0.0000017588;-0.0000008648;-0.0000008648;-0.0000008648
6620;0.0000004466;0.0000004282;-0.0000004475;0.0000004466;0.0000003869;0.0000003869
6625;-0.0000008648;-0.0000008565;-0.0000015204;-0.0000008051;-0.0000008648;-0.0000008648
6630;0.0000004466;0.0000004235;-0.0000003283;0.0000004466;0.0000004466;0.0000004466
6635;-0.0000008648;-0.0000008530;-0.0000020568;-0.0000009244;-0.0000008648;-0.0000008648
6640;0.0000004466;0.0000004251;-0.0000010436;0.0000005062;0.0000004466;0.0000004466
6645;-0.0000008648;-0.0000008521;-0.0000015204;-0.0000008648;-0.0000008648;-0.0000008648
6650;0.0000004466;0.0000004242;0.0000001485;0.0000003869;0.0000003869;0.0000003869
6655;-0.0000008648;-0.0000008471;-0.0000011628;-0.0000008648;-0.0000008648;-0.0000008648
6660;0.0000004466;0.0000004234;0.0000001485;0.0000003273;0.0000004466;0.0000004466
6665;-0.0000008648;-0.0000008463;-0.0000019972;-0.0000008648;-0.0000008051;-0.0000008051
6670;0.0000003869;0.0000004234;-0.0000005071;0.0000004466;0.0000004466;0.0000004466
6675;-0.0000008648;-0.0000008455;-0.0000018184;-0.0000008648;-0.0000008648;-0.0000008648
6680;0.0000004466;0.0000004221;0.0000001485;0.0000004466;0.0000004466;0.0000004466
6685;-0.0000008648;-0.0000008400;-0.0000017588;-0.0000008051;-0.0000008648;-0.0000008648
6690;0.0000004466;0.0000004197;-0.0000008648;0.0000003869;0.0000004466;0.0000004466
6695;-0.0000008648;-0.0000008398;-0.0000016992;-0.0000008051;-0.0000008051;-0.0000008051
6700;0.0000004466;0.0000004190;-0.0000004475;0.0000003869;0.0000003869;0.0000003869
6705;-0.0000008051;-0.0000008354;-0.0000011032;-0.0000008051;-0.0000008051;-0.0000008051
6710;0.0000004466;0.0000004170;-0.0000006263;0.0000003869;0.0000003869;0.0000003869
6715;-0.0000008051;-0.0000008338;-0.0000009840;-0.0000008051;-0.0000008051;-0.0000008051
6720;0.0000004466;0.0000004152;0.0000000889;0.0000003869;0.0000004466;0.0000004466
6725;-0.0000008648;-0.0000008309;-0.0000018184;-0.0000008648;-0.0000008648;-0.0000008648
6730;0.0000004466;0.0000004181;-0.0000006263;0.0000004466;0.0000004466;0.0000004466
6735;-0.0000008051;-0.0000008281;-0.0000016396;-0.0000008648;-0.0000008648;-0.0000008648
6740;0.0000004466;0.0000004134;-0.0000000899;0.0000004466;0.0000004466;0.0000004466
6745;-0.0000008648;-0.0000008267;-0.0000014608;-0.0000008648;-0.0000008648;-0.0000008648
6750;0.0000004466;0.0000004135;-0.0000001495;0.0000003869;0.0000003869;0.0000003869
6755;-0.0000008051;-0.0000008244;-0.0000016992;-0.0000008051;-0.0000008051;-0.0000008051
6760;0.0000004466;0.0000004113;-0.0000003879;0.0000003869;0.0000003869;0.0000003869
6765;-0.0000007455;-0.0000008206;-0.0000018780;-0.0000008648;-0.0000008051;-0.0000008051
6770;0.0000003869;0.0000004101;0.0000002677;0.0000003869;0.0000003869;0.0000003869
6775;-0.0000008051;-0.0000008185;-0.0000015800;-0.0000008648;-0.0000008648;-0.0000008648
6780;0.0000003869;0.0000004113;-0.0000007455;0.0000003869;0.0000003869;0.0000003869
6785;-0.0000008648;-0.0000008164;-0.0000013416;-0.0000008051;-0.0000008051;-0.0000008051
6790;0.0000003869;0.0000004079;-0.0000009244;0.0000003869;0.0000003869;0.0000003869
6795;-0.0000008648;-0.0000008163;-0.0000016396;-0.0000008051;-0.0000008051;-0.0000008051
6800;0.0000004466;0.0000004066;-0.0000002091;0.0000004466;0.0000004466;0.0000003869
6805;-0.0000008648;-0.0000008110;-0.0000012820;-0.0000008051;-0.0000008051;-0.0000008051
6810;0.0000004466;0.0000004058;-0.0000000899;0.0000004466;0.0000003869;0.0000003869
6815;-0.0000008051;-0.0000008106;-0.0000022953;-0.0000008051;-0.0000008051;-0.0000008051
6820;0.0000004466;0.0000004054;-0.0000002687;0.0000003869;0.0000004466;0.0000004466
6825;-0.0000008648;-0.0000008090;-0.0000006263;-0.0000007455;-0.0000008051;-0.0000008051
6830;0.0000003869;0.0000004037;-0.0000001495;0.0000004466;0.0000003869;0.0000003869
6835;-0.0000008051;-0.0000008044;-0.0000011032;-0.0000008051;-0.0000008051;-0.0000008051
6840;0.0000004466;0.0000004022;-0.0000000303;0.0000004466;0.0000003869;0.0000003869
6845;-0.0000008648;-0.0000008025;-0.0000014608;-0.0000008051;-0.0000008051;-0.0000008051
6850;0.0000004466;0.0000004001;-0.0000000303;0.0000004466;0.0000003869;0.0000003869
6855;-0.0000008051;-0.0000008019;-0.0000014012;-0.0000007455;-0.0000008051;-0.0000008051
6860;0.0000004466;0.0000003988;0.0000000889;0.0000004466;0.0000003869;0.0000003869
6865;-0.0000008051;-0.0000007968;-0.0000015800;-0.0000007455;-0.0000008051;-0.0000008051
6870;0.0000003869;0.0000003984;-0.0000009840;0.0000003869;0.0000003869;0.0000003869
6875;-0.0000007455;-0.0000007958;-0.0000012224;-0.0000007455;-0.0000008051;-0.0000008051
6880;0.0000004466;0.0000003983;-0.0000006859;0.0000003869;0.0000003869;0.0000003869
6885;-0.0000007455;-0.0000007938;-0.0000019376;-0.0000008648;-0.0000008051;-0.0000008051
6890;0.0000003869;0.0000003955;-0.0000012224;0.0000003273;0.0000003869;0.0000003869
6895;-0.0000007455;-0.0000007910;-0.0000008051;-0.0000008648;-0.0000008051;-0.0000008051
6900;0.0000004466;0.0000003942;-0.0000006263;0.0000003869;0.0000003869;0.0000003869
6905;-0.0000007455;-0.0000007902;-0.0000019972;-0.0000008648;-0.0000008051;-0.0000008051
6910;0.0000003869;0.0000003925;-0.0000005667;0.0000003273;0.0000003869;0.0000003869
6915;-0.0000007455;-0.0000007860;-0.0000014608;-0.0000008051;-0.0000008051;-0.0000008051
6920;0.0000003869;0.0000003924;-0.0000003879;0.0000004466;0.0000003869;0.0000003869
6925;-0.0000007455;-0.0000007843;-0.0000019972;-0.0000007455;-0.0000007455;-0.0000007455
6930;0.0000003869;0.0000003928;-0.0000002687;0.0000003869;0.0000003869;0.0000003869
6935;-0.0000007455;-0.0000007806;-0.0000016396;-0.0000008051;-0.0000007455;-0.0000007455
6940;0.0000003869;0.0000003906;0.0000004466;0.0000003273;0.0000003869;0.0000003869
6945;-0.0000008051;-0.0000007802;-0.0000014608;-0.0000008051;-0.0000008051;-0.0000008051
6950;0.0000003869;0.0000003890;-0.0000006859;0.0000003273;0.0000003869;0.0000003869
6955;-0.0000008051;-0.0000007768;-0.0000016992;-0.0000008051;-0.0000007455;-0.0000007455
6960;0.0000003869;0.0000003875;-0.0000007455;0.0000003869;0.0000003869;0.0000003869
6965;-0.0000008051;-0.0000007739;-0.0000015204;-0.0000008051;-0.0000007455;-0.0000007455
6970;0.0000003869;0.0000003884;0.0000000889;0.0000003869;0.0000003869;0.0000003869
6975;-0.0000007455;-0.0000007711;-0.0000010436;-0.0000007455;-0.0000008051;-0.0000008051
6980;0.0000003273;0.0000003866;-0.0000004475;0.0000003869;0.0000003869;0.0000003869
6985;-0.0000008051;-0.0000007713;-0.0000015800;-0.0000008051;-0.0000007455;-0.0000007455
6990;0.0000003273;0.0000003848;-0.0000007455;0.0000003869;0.0000003869;0.0000003869
6995;-0.0000007455;-0.0000007677;-0.0000012224;-0.0000008051;-0.0000008051;-0.0000008051
7000;0.0000004466;0.0000003848;-0.0000002091;0.0000003869;0.0000003869;0.0000003869
7005;-0.0000007455;-0.0000007653;-0.0000017588;-0.0000008051;-0.0000008051;-0.0000008051
7010;0.0000003869;0.0000003824;-0.0000004475;0.0000003869;0.0000003869;0.0000003869
7015;-0.0000007455;-0.0000007641;-0.0000012224;-0.0000007455;-0.0000007455;-0.0000007455
7020;0.0000003869;0.0000003819;-0.0000011032;0.0000003869;0.0000003869;0.0000003869
7025;-0.0000007455;-0.0000007617;-0.0000013416;-0.0000008051;-0.0000007455;-0.0000007455
7030;0.0000004466;0.0000003804;-0.0000000303;0.0000003869;0.0000003869;0.0000003869
7035;-0.0000007455;-0.0000007603;-0.0000014608;-0.0000007455;-0.0000007455;-0.0000007455
7040;0.0000004466;0.0000003799;-0.0000007455;0.0000003273;0.0000003869;0.0000003869
7045;-0.0000007455;-0.0000007580;-0.0000009244;-0.0000008051;-0.0000007455;-0.0000007455
7050;0.0000003869;0.0000003780;-0.0000003283;0.0000003273;0.0000003869;0.0000003869
7055;-0.0000008051;-0.0000007541;-0.0000018184;-0.0000007455;-0.0000007455;-0.0000007455
7060;0.0000003273;0.0000003771;-0.0000002091;0.0000003273;0.0000003869;0.0000003869
7065;-0.0000007455;-0.0000007525;-0.0000015800;-0.0000008051;-0.0000007455;-0.0000007455
7070;0.0000003273;0.0000003763;0.0000004466;0.0000003869;0.0000003869;0.0000003869
7075;-0.0000007455;-0.0000007505;-0.0000017588;-0.0000006859;-0.0000007455;-0.0000007455
7080;0.0000004466;0.0000003757;-0.0000005667;0.0000003273;0.0000003869;0.0000003869
7085;-0.0000007455;-0.0000007496;-0.0000006859;-0.0000007455;-0.0000007455;-0.0000007455
7090;0.0000003273;0.0000003741;-0.0000008648;0.0000003273;0.0000003869;0.0000003869
7095;-0.0000008051;-0.0000007455;-0.0000019376;-0.0000008051;-0.0000007455;-0.0000007455
7100;0.0000003869;0.0000003712;-0.0000000303;0.0000004466;0.0000003869;0.0000003869
7105;-0.0000008051;-0.0000007437;-0.0000020568;-0.0000007455;-0.0000007455;-0.0000007455
7110;0.0000003273;0.0000003721;0.0000005062;0.0000003869;0.0000003869;0.0000003869
7115;-0.0000007455;-0.0000007421;-0.0000019376;-0.0000007455;-0.0000007455;-0.0000007455
7120;0.0000003869;0.0000003706;-0.0000003283;0.0000003273;0.0000003869;0.0000003869
7125;-0.0000007455;-0.0000007407;-0.0000011628;-0.0000008051;-0.0000007455;-0.0000007455
7130;0.0000003869;0.0000003693;-0.0000000899;0.0000003273;0.0000003273;0.0000003273
7135;-0.0000007455;-0.0000007374;-0.0000012224;-0.0000007455;-0.0000007455;-0.0000007455
7140;0.0000003869;0.0000003661;0.0000000293;0.0000003869;0.0000003273;0.0000003273
7145;-0.0000007455;-0.0000007373;-0.0000015800;-0.0000006859;-0.0000007455;-0.0000007455
7150;0.0000003869;0.0000003671;-0.0000006859;0.0000003869;0.0000003869;0.0000003869
7155;-0.0000007455;-0.0000007346;-0.0000009840;-0.0000007455;-0.0000007455;-0.0000007455
7160;0.0000003869;0.0000003667;0.0000000889;0.0000003869;0.0000003869;0.0000003869
7165;-0.0000007455;-0.0000007316;-0.0000015204;-0.0000008051;-0.0000007455;-0.0000007455
7170;0.0000003273;0.0000003657;0.0000004466;0.0000003869;0.0000003869;0.0000003869
7175;-0.0000007455;-0.0000007300;-0.0000013416;-0.0000007455;-0.0000007455;-0.0000007455
7180;0.0000003273;0.0000003636;-0.0000000899;0.0000003869;0.0000003273;0.0000003273
7185;-0.0000007455;-0.0000007299;-0.0000014608;-0.0000007455;-0.0000007455;-0.0000007455
7190;0.0000003273;0.0000003631;-0.0000006859;0.0000003869;0.0000003273;0.0000003273
7195;-0.0000007455;-0.0000007249;-0.0000007455;-0.0000007455;-0.0000007455;-0.0000007455
7200;0.0000003869;0.0000003624;0.0000005658;0.0000003273;0.0000003869;0.0000003869
7205;-0.0000007455;-0.0000007227;-0.0000016396;-0.0000007455;-0.0000007455;-0.0000007455
7210;0.0000003273;0.0000003616;-0.0000007455;0.0000003273;0.0000003869;0.0000003869
7215;-0.0000007455;-0.0000007216;-0.0000015204;-0.0000006859;-0.0000006859;-0.0000006859
7220;0.0000003273;0.0000003600;-0.0000005667;0.0000003869;0.0000003869;0.0000003869
7225;-0.0000007455;-0.0000007220;-0.0000017588;-0.0000008051;-0.0000007455;-0.0000007455
7230;0.0000003273;0.0000003615;0.0000006850;0.0000003273;0.0000003869;0.0000003869
7235;-0.0000006859;-0.0000007199;-0.0000014608;-0.0000007455;-0.0000007455;-0.0000007455
7240;0.0000003869;0.0000003589;0.0000005062;0.0000003273;0.0000003869;0.0000003869
7245;-0.0000007455;-0.0000007162;-0.0000015800;-0.0000007455;-0.0000006859;-0.0000006859
7250;0.0000003869;0.0000003574;0.0000000889;0.0000003273;0.0000003273;0.0000003273
7255;-0.0000007455;-0.0000007145;-0.0000010436;-0.0000006859;-0.0000006859;-0.0000006859
7260;0.0000003869;0.0000003581;-0.0000004475;0.0000003869;0.0000003869;0.0000003869
7265;-0.0000007455;-0.0000007132;-0.0000016992;-0.0000006859;-0.0000006859;-0.0000006859
7270;0.0000003273;0.0000003557;-0.0000000899;0.0000003869;0.0000003273;0.0000003273
7275;-0.0000007455;-0.0000007094;-0.0000021164;-0.0000006859;-0.0000006859;-0.0000006859
7280;0.0000003869;0.0000003536;-0.0000006859;0.0000003869;0.0000003273;0.0000003273
7285;-0.0000006859;-0.0000007078;-0.0000015800;-0.0000006859;-0.0000007455;-0.0000007455
7290;0.0000003273;0.0000003543;-0.0000007455;0.0000003273;0.0000003273;0.0000003273
7295;-0.0000006859;-0.0000007064;-0.0000008648;-0.0000007455;-0.0000006859;-0.0000006859
7300;0.0000003273;0.0000003531;-0.0000005071;0.0000003273;0.0000003273;0.0000003273
7305;-0.0000006263;-0.0000007044;-0.0000013416;-0.0000007455;-0.0000007455;-0.0000007455
7310;0.0000003273;0.0000003522;0.0000000293;0.0000003273;0.0000003273;0.0000003273
7315;-0.0000006859;-0.0000007029;-0.0000012224;-0.0000007455;-0.0000006859;-0.0000006859
7320;0.0000003273;0.0000003527;0.0000000293;0.0000003869;0.0000003273;0.0000003273
7325;-0.0000006859;-0.0000007017;-0.0000006263;-0.0000007455;-0.0000006859;-0.0000006859
7330;0.0000003273;0.0000003507;-0.0000003879;0.0000003869;0.0000003273;0.0000003273
7335;-0.0000007455;-0.0000006981;-0.0000019376;-0.0000007455;-0.0000007455;-0.0000007455
7340;0.0000003273;0.0000003490;-0.0000002687;0.0000003273;0.0000003273;0.0000003273
7345;-0.0000006859;-0.0000006963;-0.0000010436;-0.0000006859;-0.0000006859;-0.0000006859
7350;0.0000003869;0.0000003486;-0.0000004475;0.0000003869;0.0000003273;0.0000003273
7355;-0.0000006859;-0.0000006945;-0.0000010436;-0.0000006859;-0.0000006859;-0.0000006859
7360;0.0000003869;0.0000003480;-0.0000012820;0.0000003273;0.0000003273;0.0000003273
7365;-0.0000006859;-0.0000006937;-0.0000019972;-0.0000006859;-0.0000006859;-0.0000006859
7370;0.0000003273;0.0000003454;-0.0000002687;0.0000003273;0.0000003869;0.0000003869
7375;-0.0000007455;-0.0000006912;-0.0000016396;-0.0000006859;-0.0000006859;-0.0000006859
7380;0.0000003273;0.0000003450;-0.0000006263;0.0000003273;0.0000003273;0.0000003273
7385;-0.0000006859;-0.0000006885;-0.0000016992;-0.0000006263;-0.0000006859;-0.0000006859
7390;0.0000003273;0.0000003447;-0.0000002091;0.0000003273;0.0000003273;0.0000003273
7395;-0.0000006263;-0.0000006872;-0.0000016396;-0.0000007455;-0.0000006859;-0.0000006859
7400;0.0000003869;0.0000003430;-0.0000000303;0.0000003869;0.0000003869;0.0000003869
7405;-0.0000006859;-0.0000006846;-0.0000010436;-0.0000006859;-0.0000006859;-0.0000006859
7410;0.0000003273;0.0000003430;-0.0000008051;0.0000003273;0.0000003273;0.0000003273
7415;-0.0000007455;-0.0000006841;-0.0000015800;-0.0000006859;-0.0000006859;-0.0000006859
7420;0.0000003273;0.0000003419;-0.0000000899;0.0000003273;0.0000003273;0.0000003273
7425;-0.0000006263;-0.0000006813;-0.0000016396;-0.0000006859;-0.0000006859;-0.0000006859
7430;0.0000003273;0.0000003402;0.0000000293;0.0000003273;0.0000003273;0.0000003273
7435;-0.0000006263;-0.0000006810;-0.0000007455;-0.0000007455;-0.0000006859;-0.0000006859
7440;0.0000003869;0.0000003387;0.0000000293;0.0000003273;0.0000003273;0.0000003273
7445;-0.0000006263;-0.0000006785;-0.0000010436;-0.0000006859;-0.0000006859;-0.0000006859
7450;0.0000003273;0.0000003384;-0.0000002687;0.0000003273;0.0000003273;0.0000003273
7455;-0.0000006263;-0.0000006769;-0.0000018780;-0.0000007455;-0.0000006859;-0.0000006859
7460;0.0000003273;0.0000003381;-0.0000006859;0.0000003869;0.0000003273;0.0000003273
7465;-0.0000006859;-0.0000006719;-0.0000016396;-0.0000006859;-0.0000006859;-0.0000006859
7470;0.0000003273;0.0000003393;-0.0000006859;0.0000003869;0.0000003869;0.0000003869
7475;-0.0000006263;-0.0000006727;-0.0000011628;-0.0000006859;-0.0000006859;-0.0000006859
7480;0.0000003869;0.0000003367;0.0000000293;0.0000003869;0.0000003273;0.0000003273
7485;-0.0000006859;-0.0000006702;-0.0000016992;-0.0000007455;-0.0000006859;-0.0000006859
7490;0.0000003273;0.0000003349;-0.0000000899;0.0000003273;0.0000003273;0.0000003273
7495;-0.0000006859;-0.0000006690;-0.0000019376;-0.0000006859;-0.0000006859;-0.0000006859
7500;0.0000003273;0.0000003342;-0.0000003879;0.0000003273;0.0000003273;0.0000003273
7505;-0.0000006263;-0.0000006662;-0.0000012224;-0.0000006859;-0.0000006859;-0.0000006859
7510;0.0000003273;0.0000003332;-0.0000006263;0.0000003273;0.0000003273;0.0000003273
7515;-0.0000006263;-0.0000006668;-0.0000016396;-0.0000006859;-0.0000006859;-0.0000006859
7520;0.0000003869;0.0000003332;-0.0000000303;0.0000003273;0.0000003273;0.0000003273
7525;-0.0000006859;-0.0000006648;-0.0000016992;-0.0000006859;-0.0000006859;-0.0000006859
7530;0.0000003273;0.0000003317;-0.0000008051;0.0000003869;0.0000003273;0.0000003273
7535;-0.0000006263;-0.0000006614;-0.0000009244;-0.0000006263;-0.0000006263;-0.0000006263
7540;0.0000003273;0.0000003313;-0.0000003283;0.0000003273;0.0000003273;0.0000003273
7545;-0.0000006263;-0.0000006601;-0.0000015800;-0.0000006263;-0.0000006859;-0.0000006859
7550;0.0000003273;0.0000003294;-0.0000004475;0.0000003273;0.0000003273;0.0000003273
7555;-0.0000006859;-0.0000006594;-0.0000006859;-0.0000006263;-0.0000006859;-0.0000006859
7560;0.0000003273;0.0000003281;-0.0000001495;0.0000003273;0.0000003273;0.0000003273
7565;-0.0000006859;-0.0000006563;-0.0000020568;-0.0000006859;-0.0000006859;-0.0000006859
7570;0.0000003273;0.0000003283;-0.0000005071;0.0000003273;0.0000003273;0.0000003273
7575;-0.0000006859;-0.0000006548;-0.0000015204;-0.0000007455;-0.0000006263;-0.0000006263
7580;0.0000003273;0.0000003271;-0.0000003283;0.0000003273;0.0000003273;0.0000003273
7585;-0.0000006263;-0.0000006537;-0.0000015800;-0.0000006263;-0.0000006263;-0.0000006263
7590;0.0000003273;0.0000003248;-0.0000002091;0.0000003273;0.0000003273;0.0000003273
7595;-0.0000006859;-0.0000006506;-0.0000012820;-0.0000006859;-0.0000006859;-0.0000006859
7600;0.0000003273;0.0000003241;-0.0000011032;0.0000003273;0.0000003273;0.0000003273
7605;-0.0000006263;-0.0000006499;-0.0000012820;-0.0000006263;-0.0000006263;-0.0000006263
7610;0.0000003273;0.0000003249;-0.0000006859;0.0000003273;0.0000003273;0.0000003273
7615;-0.0000006263;-0.0000006473;-0.0000010436;-0.0000006263;-0.0000006859;-0.0000006859
7620;0.0000003273;0.0000003226;-0.0000004475;0.0000003273;0.0000003273;0.0000003273
7625;-0.0000006263;-0.0000006472;-0.0000011032;-0.0000006263;-0.0000006263;-0.0000006263
7630;0.0000003273;0.0000003232;-0.0000007455;0.0000003273;0.0000003273;0.0000003273
7635;-0.0000006263;-0.0000006450;-0.0000007455;-0.0000006859;-0.0000006859;-0.0000006859
7640;0.0000003273;0.0000003229;0.0000004466;0.0000003273;0.0000003273;0.0000003273
7645;-0.0000006263;-0.0000006422;-0.0000015204;-0.0000005667;-0.0000006859;-0.0000006859
7650;0.0000002677;0.0000003253;-0.0000001495;0.0000003273;0.0000003273;0.0000003273
7655;-0.0000006263;-0.0000006412;-0.0000015204;-0.0000006263;-0.0000006263;-0.0000006263
7660;0.0000003273;0.0000003211;-0.0000000899;0.0000003273;0.0000003273;0.0000003273
7665;-0.0000006263;-0.0000006387;-0.0000001495;-0.0000005667;-0.0000006263;-0.0000006263
7670;0.0000003273;0.0000003206;-0.0000003283;0.0000002677;0.0000003273;0.0000003273
7675;-0.0000006263;-0.0000006395;-0.0000017588;-0.0000006263;-0.0000006263;-0.0000006263
7680;0.0000003273;0.0000003193;-0.0000002091;0.0000003273;0.0000003273;0.0000003273
7685;-0.0000006263;-0.0000006365;-0.0000012820;-0.0000006859;-0.0000006263;-0.0000006263
7690;0.0000003273;0.0000003175;-0.0000000303;0.0000002677;0.0000003273;0.0000003273
7695;-0.0000006263;-0.0000006359;-0.0000016396;-0.0000005667;-0.0000006263;-0.0000006263
7700;0.0000003273;0.0000003169;-0.0000004475;0.0000002677;0.0000003273;0.0000003273
7705;-0.0000006263;-0.0000006335;-0.0000010436;-0.0000006263;-0.0000006263;-0.0000006263
7710;0.0000003273;0.0000003152;-0.0000005667;0.0000003273;0.0000003273;0.0000003273
7715;-0.0000006263;-0.0000006311;-0.0000019376;-0.0000006263;-0.0000006263;-0.0000006263
7720;0.0000003273;0.0000003149;-0.0000003283;0.0000002677;0.0000003273;0.0000003273
7725;-0.0000006263;-0.0000006297;-0.0000015204;-0.0000006263;-0.0000006263;-0.0000006263
7730;0.0000003273;0.0000003149;-0.0000000303;0.0000003273;0.0000003273;0.0000003273
7735;-0.0000006263;-0.0000006282;-0.0000012820;-0.0000006263;-0.0000006263;-0.0000006263
7740;0.0000003273;0.0000003145;0.0000003273;0.0000003273;0.0000003273;0.0000003273
7745;-0.0000006263;-0.0000006231;-0.0000013416;-0.0000006263;-0.0000006263;-0.0000006263
7750;0.0000003273;0.0000003140;-0.0000000899;0.0000002677;0.0000003273;0.0000003273
7755;-0.0000006263;-0.0000006256;-0.0000018780;-0.0000006263;-0.0000006263;-0.0000006263
7760;0.0000003273;0.0000003122;-0.0000002687;0.0000002677;0.0000003273;0.0000003273
7765;-0.0000006263;-0.0000006223;-0.0000014608;-0.0000005667;-0.0000006263;-0.0000006263
7770;0.0000003273;0.0000003126;-0.0000003283;0.0000003273;0.0000003273;0.0000003273
7775;-0.0000006263;-0.0000006214;-0.0000014012;-0.0000006263;-0.0000006263;-0.0000006263
7780;0.0000003273;0.0000003113;-0.0000005667;0.0000003273;0.0000002677;0.0000002677
7785;-0.0000005667;-0.0000006198;-0.0000015800;-0.0000005667;-0.0000006263;-0.0000006263
7790;0.0000002677;0.0000003118;-0.0000004475;0.0000003273;0.0000003273;0.0000003273
7795;-0.0000006263;-0.0000006188;-0.0000006859;-0.0000006263;-0.0000006263;-0.0000006263
7800;0.0000003273;0.0000003075;-0.0000009244;0.0000002677;0.0000003273;0.0000003273
7805;-0.0000006263;-0.0000006177;-0.0000012820;-0.0000006263;-0.0000006263;-0.0000006263
7810;0.0000003273;0.0000003080;-0.0000005071;0.0000003273;0.0000003273;0.0000003273
7815;-0.0000006263;-0.0000006167;-0.0000016396;-0.0000006859;-0.0000006263;-0.0000006263
7820;0.0000003273;0.0000003082;-0.0000006859;0.0000003273;0.0000003273;0.0000003273
7825;-0.0000006263;-0.0000006151;-0.0000013416;-0.0000005667;-0.0000006263;-0.0000006263
7830;0.0000002677;0.0000003068;0.0000002677;0.0000002677;0.0000002677;0.0000002677
7835;-0.0000006263;-0.0000006129;-0.0000015800;-0.0000006263;-0.0000005667;-0.0000005667
7840;0.0000003273;0.0000003061;-0.0000007455;0.0000003273;0.0000003273;0.0000003273
7845;-0.0000006263;-0.0000006127;-0.0000011628;-0.0000006263;-0.0000006263;-0.0000006263
7850;0.0000003273;0.0000003047;-0.0000006263;0.0000003869;0.0000003273;0.0000003273
7855;-0.0000006263;-0.0000006083;-0.0000008648;-0.0000005667;-0.0000005667;-0.0000005667
7860;0.0000003273;0.0000003045;-0.0000005071;0.0000003273;0.0000003273;0.0000003273
7865;-0.0000006263;-0.0000006080;-0.0000011032;-0.0000006263;-0.0000006263;-0.0000006263
7870;0.0000003273;0.0000003026;-0.0000005667;0.0000003273;0.0000003273;0.0000003273
7875;-0.0000006263;-0.0000006066;-0.0000009244;-0.0000006263;-0.0000006263;-0.0000006263
7880;0.0000003273;0.0000003030;-0.0000003879;0.0000002677;0.0000002677;0.0000002677
7885;-0.0000006263;-0.0000006052;-0.0000008051;-0.0000006263;-0.0000006263;-0.0000006263
7890;0.0000003273;0.0000003026;-0.0000008051;0.0000002677;0.0000002677;0.0000002677
7895;-0.0000005667;-0.0000006023;-0.0000009840;-0.0000005667;-0.0000005667;-0.0000005667
7900;0.0000003273;0.0000003014;-0.0000008051;0.0000003273;0.0000002677;0.0000002677
7905;-0.0000005667;-0.0000005996;-0.0000015204;-0.0000006263;-0.0000005667;-0.0000005667
7910;0.0000003273;0.0000003007;0.0000001485;0.0000002677;0.0000002677;0.0000002677
7915;-0.0000006263;-0.0000005994;-0.0000010436;-0.0000005667;-0.0000005667;-0.0000005667
7920;0.0000003273;0.0000003001;-0.0000005071;0.0000002677;0.0000002677;0.0000002677
7925;-0.0000006263;-0.0000005995;-0.0000016992;-0.0000005667;-0.0000005667;-0.0000005667
7930;0.0000003273;0.0000003000;-0.0000003283;0.0000002677;0.0000003273;0.0000003273
7935;-0.0000006263;-0.0000005968;-0.0000014012;-0.0000006263;-0.0000005667;-0.0000005667
7940;0.0000003273;0.0000002988;-0.0000006859;0.0000003273;0.0000003273;0.0000003273
7945;-0.0000006263;-0.0000005958;-0.0000012224;-0.0000005667;-0.0000006263;-0.0000006263
7950;0.0000003273;0.0000002977;-0.0000006263;0.0000002677;0.0000003273;0.0000003273
